Arrival_time,Stop_id,Bus_id,Line_id,Arrival_delay,Dwell_time,Scheduled_travel_time,Upstream_stop_delay,Recurrent_delay
02/05/2022 21:33,10261,44414,3,61,20,109,12,111.6119403
02/05/2022 21:48,10261,45538,3,96,27,109,79,112
02/05/2022 22:02,10261,41729,3,22,0,109,22,111.8115942
03/05/2022 06:02,10261,41732,3,-1,0,82,19,97.59602649
03/05/2022 06:18,10261,45538,3,151,11,82,90,97.36184211
03/05/2022 06:41,10261,45539,3,246,23,109,201,97.31818182
03/05/2022 06:47,10261,44411,3,53,11,109,20,97.53548387
03/05/2022 06:54,10261,45535,3,-21,0,109,14,97.49681529
03/05/2022 07:01,10261,41731,3,25,19,109,44,97.34810127
03/05/2022 07:06,10261,44410,3,-47,0,109,-30,118.3757576
03/05/2022 07:19,10261,45534,3,48,15,109,30,117.9700599
03/05/2022 07:31,10261,45529,3,25,13,109,59,118.2307692
03/05/2022 07:39,10261,45538,3,158,8,109,138,117.9
03/05/2022 07:44,10261,45540,3,29,21,109,44,117.9181287
03/05/2022 07:59,10261,44413,3,108,14,109,43,117.8786127
03/05/2022 08:06,10261,45539,3,67,21,109,17,123.8648649
03/05/2022 08:20,10261,44411,3,90,30,109,12,123.9597315
03/05/2022 08:26,10261,45535,3,32,15,109,27,124.18
03/05/2022 08:34,10261,41731,3,91,13,109,40,124.013245
03/05/2022 08:39,10261,44410,3,-21,32,109,-11,124.1644737
03/05/2022 08:51,10261,45541,3,259,18,109,234,123.7908497
03/05/2022 08:54,10261,45534,3,30,0,109,6,123.7402597
03/05/2022 09:12,10261,45529,3,112,17,109,47,122.3333333
03/05/2022 09:19,10261,45538,3,-22,0,109,24,122.68
03/05/2022 09:32,10261,41728,3,229,45,109,136,122.0891089
03/05/2022 09:39,10261,44413,3,92,0,109,25,122.4313725
03/05/2022 09:57,10261,44411,3,53,43,109,55,123.1730769
03/05/2022 10:07,10261,45535,3,109,36,109,25,131.4912281
03/05/2022 10:16,10261,44410,3,75,14,109,21,131.7130435
03/05/2022 10:26,10261,45541,3,144,0,109,166,131.862069
03/05/2022 10:35,10261,41732,3,68,43,109,48,131.4786325
03/05/2022 10:48,10261,45529,3,329,55,109,233,131.0932203
03/05/2022 10:53,10261,45538,3,62,13,109,52,131.2521008
03/05/2022 11:11,10261,44413,3,62,18,109,31,136.1491228
03/05/2022 11:29,10261,45540,3,122,8,109,120,135.612069
03/05/2022 11:36,10261,44411,3,-27,0,137,5,135.3333333
03/05/2022 11:46,10261,45535,3,57,17,137,42,135.0762712
03/05/2022 11:54,10261,44410,3,34,0,137,56,135.0756303
03/05/2022 12:05,10261,45541,3,127,0,137,121,134.9083333
03/05/2022 12:12,10261,41732,3,31,12,137,-37,132.2673267
03/05/2022 12:21,10261,45529,3,26,16,137,7,132.8627451
03/05/2022 12:29,10261,45538,3,-42,15,137,-11,132.9320388
03/05/2022 12:41,10261,41728,3,122,0,137,182,132.5288462
03/05/2022 12:48,10261,44413,3,34,0,137,8,132
03/05/2022 12:57,10261,45539,3,94,22,137,22,132.2924528
03/05/2022 13:04,10261,45540,3,-2,19,137,-14,135.0756303
03/05/2022 13:14,10261,44411,3,2,11,137,-13,135.0333333
03/05/2022 13:26,10261,45535,3,190,0,137,84,135.0826446
03/05/2022 13:33,10261,44410,3,61,0,137,71,135.9672131
03/05/2022 13:49,10261,41732,3,-29,0,137,-16,135.9677419
03/05/2022 14:07,10261,45538,3,-12,0,137,22,136.026087
03/05/2022 14:17,10261,41728,3,41,18,137,12,135.7413793
03/05/2022 14:26,10261,44413,3,74,19,137,32,135.8461538
03/05/2022 14:32,10261,45539,3,-6,16,137,-12,136.0508475
03/05/2022 14:41,10261,45540,3,14,24,137,42,135.9747899
03/05/2022 14:47,10261,44411,3,-67,15,137,-38,135.55
03/05/2022 14:57,10261,41731,3,45,16,137,72,135.1983471
03/05/2022 15:04,10261,45535,3,-31,15,137,-4,139.5851852
03/05/2022 15:14,10261,44410,3,87,0,137,78,139.2573529
03/05/2022 15:21,10261,45541,3,4,15,137,5,139.3065693
03/05/2022 15:36,10261,41732,3,69,0,137,65,138.971223
03/05/2022 15:42,10261,45529,3,45,32,137,9,138.9857143
03/05/2022 15:49,10261,45538,3,-35,12,163,-9,139
03/05/2022 15:58,10261,41729,3,4,0,163,-14,138.9014085
03/05/2022 16:07,10261,41728,3,51,18,163,5,141.3656716
03/05/2022 16:16,10261,44413,3,74,17,163,-20,141.7333333
03/05/2022 16:31,10261,45540,3,7,0,163,-5,142.5985401
03/05/2022 16:39,10261,44411,3,21,28,163,-17,142.8333333
03/05/2022 16:47,10261,41731,3,45,34,163,-25,143.0503597
03/05/2022 17:02,10261,44410,3,-13,19,163,-12,143.5035461
03/05/2022 17:09,10261,45541,3,-27,24,137,-22,124.3982301
03/05/2022 17:19,10261,45530,3,89,25,137,29,124.254386
03/05/2022 17:29,10261,41732,3,150,17,137,166,124.6695652
03/05/2022 17:36,10261,45529,3,62,0,137,2,124.4913793
03/05/2022 17:46,10261,45538,3,129,11,137,138,125.1111111
03/05/2022 18:02,10261,41728,3,646,0,109,618,125.0423729
03/05/2022 18:06,10261,44413,3,302,0,109,276,125.1428571
03/05/2022 18:11,10261,45539,3,86,9,109,75,117.0631579
03/05/2022 18:32,10261,44411,3,826,25,109,750,117
03/05/2022 18:28,10261,41731,3,3,30,109,-5,117.443299
03/05/2022 18:46,10261,44410,3,15,15,109,25,117.1919192
03/05/2022 18:56,10261,45541,3,62,13,109,14,116.86
03/05/2022 19:07,10261,45529,3,98,9,109,73,114.0595238
03/05/2022 19:17,10261,45538,3,-11,0,109,21,114.1882353
03/05/2022 19:31,10261,41728,3,63,18,109,-4,113.755814
03/05/2022 19:42,10261,45539,3,43,0,109,57,114.2643678
03/05/2022 19:54,10261,41731,3,31,11,109,-25,114.0454545
03/05/2022 20:06,10261,45535,3,38,18,109,35,116.4285714
03/05/2022 20:18,10261,44410,3,35,0,109,43,116.1647059
03/05/2022 20:32,10261,45529,3,11,19,109,5,115.9883721
03/05/2022 20:48,10261,45538,3,86,25,109,35,115.7586207
03/05/2022 21:03,10261,41728,3,89,0,109,-2,115.9772727
03/05/2022 21:16,10261,41731,3,-4,0,109,0,117.5074627
03/05/2022 21:33,10261,45535,3,95,0,109,31,117.3235294
03/05/2022 21:48,10261,44410,3,96,25,109,16,118.1304348
03/05/2022 22:01,10261,45529,3,-19,0,109,15,118.7857143
04/05/2022 06:04,10261,45539,3,96,0,82,67,100.3533333
04/05/2022 06:16,10261,41726,3,32,14,82,41,100.4238411
04/05/2022 06:42,10261,45536,3,351,14,109,312,99.85714286
04/05/2022 06:46,10261,45545,3,-33,14,109,2,100.0774194
04/05/2022 07:03,10261,45542,3,121,13,109,69,99.82278481
04/05/2022 07:07,10261,45541,3,48,22,109,8,111.7951807
04/05/2022 07:19,10261,41727,3,43,18,109,35,111.3491124
04/05/2022 07:24,10261,45539,3,-20,8,109,16,111.2764706
04/05/2022 07:32,10261,45530,3,115,21,109,47,111.005848
04/05/2022 07:37,10261,41726,3,55,19,109,15,111.2674419
04/05/2022 07:48,10261,41733,3,243,15,109,261,111.3757225
04/05/2022 07:51,10261,41732,3,19,7,109,2,111.1724138
04/05/2022 08:11,10261,45536,3,373,23,109,353,116.3421053
04/05/2022 08:12,10261,45537,3,57,14,109,47,116.2745098
04/05/2022 08:27,10261,41728,3,117,36,109,125,116.1741935
04/05/2022 08:34,10261,45542,3,92,0,109,99,115.8461538
04/05/2022 08:47,10261,45529,3,49,13,109,22,115.5253165
04/05/2022 08:54,10261,41727,3,43,11,109,32,115.572327
04/05/2022 09:02,10261,45539,3,48,0,109,26,115.53125
04/05/2022 09:21,10261,41726,3,69,18,109,7,119.9607843
04/05/2022 09:31,10261,41732,3,148,14,109,147,120.2815534
04/05/2022 09:38,10261,44415,3,6,18,109,-2,120.0480769
04/05/2022 09:47,10261,45536,3,48,18,109,9,119.847619
04/05/2022 09:58,10261,45545,3,68,0,109,109,119.9433962
04/05/2022 10:06,10261,41728,3,22,16,109,11,129.7948718
04/05/2022 10:16,10261,45541,3,67,18,109,34,129.5762712
04/05/2022 10:24,10261,45529,3,27,0,109,19,129.5294118
04/05/2022 10:36,10261,45539,3,151,24,109,87,129.425
04/05/2022 10:45,10261,45530,3,152,10,109,105,129.5867769
04/05/2022 10:52,10261,41726,3,55,10,109,24,129.7213115
04/05/2022 11:05,10261,41732,3,244,10,109,207,129.7235772
04/05/2022 11:11,10261,44415,3,61,0,109,32,129.0168067
04/05/2022 11:20,10261,45536,3,69,18,109,39,129.0916667
04/05/2022 11:29,10261,45538,3,120,25,109,28,129.0247934
04/05/2022 11:38,10261,45545,3,66,60,137,-1,129.4098361
04/05/2022 11:47,10261,41728,3,63,22,137,70,129.5284553
04/05/2022 11:54,10261,45541,3,34,0,137,22,129.3548387
04/05/2022 12:03,10261,45529,3,29,15,137,-3,129.512
04/05/2022 12:11,10261,45539,3,-55,0,137,4,140.02
04/05/2022 12:21,10261,45530,3,28,25,137,-3,139.4059406
04/05/2022 12:30,10261,41726,3,40,12,137,77,139.4411765
04/05/2022 12:50,10261,44415,3,120,18,137,61,138.9417476
04/05/2022 13:02,10261,45536,3,364,50,137,305,139.3173077
04/05/2022 13:04,10261,45538,3,-1,0,137,17,132.1293103
04/05/2022 13:23,10261,41728,3,7,18,137,-27,132.3050847
04/05/2022 13:42,10261,45529,3,105,20,137,65,132.9
04/05/2022 13:52,10261,45539,3,175,24,137,189,133.0991736
04/05/2022 13:59,10261,45530,3,28,13,137,8,132.8196721
04/05/2022 14:09,10261,41726,3,83,41,137,13,130.5677966
04/05/2022 14:26,10261,44415,3,62,25,137,33,130.8655462
04/05/2022 14:34,10261,45536,3,86,27,137,60,130.95
04/05/2022 14:41,10261,45538,3,9,0,137,15,130.9917355
04/05/2022 14:52,10261,45545,3,239,15,137,197,130.9918033
04/05/2022 14:57,10261,41727,3,44,0,137,15,131.2601626
04/05/2022 15:06,10261,41728,3,63,45,137,1,139.0298507
04/05/2022 15:12,10261,45541,3,-6,33,137,4,139.1407407
04/05/2022 15:21,10261,45529,3,8,20,137,-8,138.8088235
04/05/2022 15:27,10261,45537,3,-10,0,137,-7,138.7664234
04/05/2022 15:36,10261,45539,3,66,22,137,98,138.7318841
04/05/2022 15:41,10261,45530,3,-48,19,137,-18,138.3309353
04/05/2022 15:57,10261,44416,3,-11,28,163,-37,138.0567376
04/05/2022 16:07,10261,44414,3,50,11,163,11,149.6015038
04/05/2022 16:14,10261,44415,3,-24,0,163,-3,149.9104478
04/05/2022 16:24,10261,45536,3,91,46,163,57,149.8518519
04/05/2022 16:31,10261,45538,3,3,14,163,-30,149.8602941
04/05/2022 16:46,10261,45545,3,425,17,163,349,150.0948905
04/05/2022 16:47,10261,41727,3,46,0,163,-50,150.615942
04/05/2022 17:02,10261,45541,3,-10,22,163,-38,151.9857143
04/05/2022 17:19,10261,45537,3,87,14,137,124,132.5932203
04/05/2022 17:26,10261,45539,3,-43,0,137,-21,132.2016807
04/05/2022 17:36,10261,45530,3,61,12,137,21,132.0583333
04/05/2022 17:44,10261,41726,3,26,22,137,-11,132.3305785
04/05/2022 17:56,10261,44414,3,245,19,109,126,132.4918033
04/05/2022 18:04,10261,44415,3,217,21,109,189,133.1138211
04/05/2022 18:11,10261,45536,3,75,0,109,77,122.627451
04/05/2022 18:21,10261,45545,3,133,16,109,63,122.4757282
04/05/2022 18:29,10261,41727,3,82,12,109,34,122.8653846
04/05/2022 18:37,10261,41728,3,49,38,109,20,123.0761905
04/05/2022 18:47,10261,45541,3,104,21,109,24,122.8584906
04/05/2022 18:56,10261,45529,3,62,17,109,14,123.2803738
04/05/2022 19:06,10261,45530,3,7,21,109,4,115.1882353
04/05/2022 19:18,10261,41726,3,1,22,109,9,114.9069767
04/05/2022 19:29,10261,44414,3,-20,16,109,-3,114.4942529
04/05/2022 19:42,10261,45536,3,44,10,109,11,114.0568182
04/05/2022 19:54,10261,41727,3,27,21,109,-2,114.258427
04/05/2022 20:06,10261,41728,3,37,0,109,60,108.5294118
04/05/2022 20:18,10261,45541,3,28,0,109,7,108.2674419
04/05/2022 20:34,10261,45530,3,179,0,109,147,108.5172414
04/05/2022 20:48,10261,41726,3,90,15,109,85,108.8863636
04/05/2022 21:03,10261,44414,3,87,16,109,35,108.7752809
04/05/2022 21:20,10261,41727,3,184,10,109,92,109
04/05/2022 21:31,10261,41728,3,-9,0,109,-2,110.2058824
04/05/2022 21:48,10261,45541,3,78,0,109,70,110.0869565
04/05/2022 22:04,10261,45530,3,124,32,109,73,110.1857143
05/05/2022 06:03,10261,44414,3,58,0,82,36,96.77931034
05/05/2022 06:16,10261,45538,3,23,0,82,19,96.82876712
05/05/2022 06:38,10261,44410,3,60,11,109,37,96.30872483
05/05/2022 06:47,10261,41727,3,54,13,109,30,96.47333333
05/05/2022 06:56,10261,41728,3,69,10,109,55,96.30921053
05/05/2022 07:01,10261,44416,3,11,12,109,4,96.41830065
05/05/2022 07:06,10261,45541,3,-41,0,109,16,110.7870968
05/05/2022 07:13,10261,41733,3,11,14,109,19,110.4102564
05/05/2022 07:19,10261,41726,3,31,0,109,0,110.0253165
05/05/2022 07:24,10261,44414,3,-17,15,109,-1,110.2138365
05/05/2022 07:32,10261,44417,3,112,9,109,25,110.0125
05/05/2022 07:37,10261,45538,3,55,14,109,9,110.4906832
05/05/2022 07:56,10261,45535,3,729,10,109,667,110.6790123
05/05/2022 07:52,10261,44415,3,115,21,109,45,110.9877301
05/05/2022 08:12,10261,44413,3,58,31,109,28,128.7054795
05/05/2022 08:19,10261,41727,3,30,22,109,34,128.5646259
05/05/2022 08:26,10261,41728,3,17,16,109,2,128.2567568
05/05/2022 08:34,10261,44416,3,107,23,109,35,128.1208054
05/05/2022 08:41,10261,45541,3,76,26,109,36,128.32
05/05/2022 08:48,10261,41733,3,63,25,109,7,128.2847682
05/05/2022 08:56,10261,41726,3,148,27,109,109,128.3618421
05/05/2022 09:02,10261,44414,3,48,0,109,23,128.3137255
05/05/2022 09:11,10261,44417,3,15,16,109,8,123.5656566
05/05/2022 09:21,10261,45538,3,73,20,109,24,123.33
05/05/2022 09:29,10261,44415,3,33,55,109,-16,123.4752475
05/05/2022 09:47,10261,44410,3,50,23,109,32,123.368932
05/05/2022 10:06,10261,41728,3,20,19,109,24,125.7964602
05/05/2022 10:21,10261,45541,3,369,19,109,317,125.4473684
05/05/2022 10:24,10261,41733,3,35,21,109,4,125.5913043
05/05/2022 10:47,10261,44417,3,250,64,109,176,125.4871795
05/05/2022 10:53,10261,45538,3,60,0,109,46,125.4322034
05/05/2022 11:18,10261,45544,3,509,14,109,428,129.4579439
05/05/2022 11:19,10261,44410,3,57,0,109,15,129.8888889
05/05/2022 11:36,10261,41727,3,-24,15,137,15,129.6363636
05/05/2022 11:46,10261,41728,3,58,0,137,39,129.2162162
05/05/2022 11:54,10261,45541,3,32,13,137,33,129.4553571
05/05/2022 12:03,10261,41733,3,33,0,137,9,129.3982301
05/05/2022 12:12,10261,44414,3,29,13,137,4,130
05/05/2022 12:22,10261,44417,3,117,17,137,105,130.1881188
05/05/2022 12:30,10261,45538,3,29,10,137,20,130.2058824
05/05/2022 12:39,10261,44415,3,33,16,137,-3,130.2621359
05/05/2022 12:48,10261,45544,3,27,0,137,22,130.5192308
05/05/2022 12:54,10261,44410,3,-68,15,137,-19,130.6285714
05/05/2022 13:06,10261,44413,3,88,27,137,1,135.4201681
05/05/2022 13:12,10261,41727,3,-88,0,137,-35,135.9333333
05/05/2022 13:21,10261,41728,3,-81,18,137,-42,135.5041322
05/05/2022 13:39,10261,41733,3,-72,0,137,-21,135.2113821
05/05/2022 13:54,10261,44414,3,273,12,137,236,134.8145161
05/05/2022 13:59,10261,44417,3,21,0,137,62,135.032
05/05/2022 14:17,10261,44415,3,43,21,137,48,143.8151261
05/05/2022 14:26,10261,45544,3,67,22,137,55,143.5416667
05/05/2022 14:32,10261,44410,3,-14,0,137,-8,143.4049587
05/05/2022 14:49,10261,41727,3,38,0,137,70,143.5447154
05/05/2022 14:57,10261,41725,3,49,11,137,6,143.233871
05/05/2022 15:06,10261,41728,3,65,0,137,60,150.75
05/05/2022 15:22,10261,41733,3,116,20,137,35,151.9104478
05/05/2022 15:36,10261,44414,3,70,17,137,30,152.4264706
05/05/2022 15:51,10261,45538,3,65,17,163,84,153.173913
05/05/2022 15:57,10261,44416,3,-15,0,163,41,152.9856115
05/05/2022 16:06,10261,44415,3,-42,19,163,7,140.3671875
05/05/2022 16:16,10261,45544,3,65,31,163,-49,140.0155039
05/05/2022 16:22,10261,44410,3,-19,17,163,-11,140.8307692
05/05/2022 16:32,10261,44413,3,114,27,163,152,140.8091603
05/05/2022 16:37,10261,41727,3,-74,0,163,-3,140.4848485
05/05/2022 16:56,10261,41728,3,71,39,163,68,140.1203008
05/05/2022 17:21,10261,41733,3,677,29,137,616,132.5964912
05/05/2022 17:27,10261,44414,3,48,15,137,-4,132.9130435
05/05/2022 17:44,10261,45538,3,24,26,137,-30,133.1025641
05/05/2022 17:52,10261,44415,3,55,11,109,57,133.3728814
05/05/2022 18:01,10261,45544,3,5,19,109,3,133.0588235
05/05/2022 18:11,10261,44410,3,75,28,109,27,124.1122449
05/05/2022 18:19,10261,41727,3,22,36,109,-10,124.1616162
05/05/2022 18:27,10261,41725,3,-18,18,109,-4,123.97
05/05/2022 18:36,10261,41728,3,-55,0,109,-11,123.5049505
05/05/2022 18:46,10261,45541,3,16,20,109,19,122.9313725
05/05/2022 18:56,10261,41733,3,69,23,109,23,122.5728155
05/05/2022 19:07,10261,44417,3,101,24,109,31,114.695122
05/05/2022 19:18,10261,45538,3,7,0,109,33,115.1807229
05/05/2022 19:32,10261,44415,3,166,23,109,27,114.797619
05/05/2022 19:44,10261,44410,3,143,0,109,163,116.0941176
05/05/2022 19:59,10261,41725,3,330,11,109,280,115.7790698
05/05/2022 20:05,10261,41728,3,-56,0,109,-13,118.0361446
05/05/2022 20:18,10261,45541,3,30,0,109,4,117.4166667
05/05/2022 20:33,10261,44417,3,89,20,109,59,117.6235294
05/05/2022 20:47,10261,45538,3,5,7,109,17,117.6395349
05/05/2022 21:03,10261,44415,3,90,22,109,47,117.3218391
05/05/2022 21:21,10261,41725,3,270,14,109,214,119.3880597
05/05/2022 21:32,10261,41728,3,0,0,109,-9,119.8529412
05/05/2022 21:48,10261,45541,3,92,24,109,54,119.826087
05/05/2022 22:01,10261,44417,3,-22,0,109,-6,119.8714286
06/05/2022 06:04,10261,41727,3,70,0,82,34,98.66206897
06/05/2022 06:16,10261,44413,3,36,0,82,1,98.79452055
06/05/2022 06:38,10261,41724,3,60,0,109,74,98.81208054
06/05/2022 06:46,10261,41734,3,-27,0,109,14,98.78666667
06/05/2022 06:54,10261,45539,3,-16,28,109,-4,98.25
06/05/2022 07:01,10261,44411,3,13,18,109,20,98.05882353
06/05/2022 07:07,10261,44414,3,47,0,109,4,107.25625
06/05/2022 07:13,10261,44410,3,4,26,109,5,107.5341615
06/05/2022 07:19,10261,44415,3,46,29,109,12,107.0552147
06/05/2022 07:24,10261,41727,3,-13,10,109,2,107.097561
06/05/2022 07:37,10261,44413,3,54,18,109,24,106.9575758
06/05/2022 07:44,10261,45540,3,27,18,109,44,107.0421687
06/05/2022 07:51,10261,41728,3,13,11,109,-5,106.8443114
06/05/2022 07:57,10261,45545,3,-10,11,109,-2,106.8988095
06/05/2022 08:06,10261,41724,3,66,24,109,-5,120.7755102
06/05/2022 08:12,10261,45537,3,58,0,109,55,121.0135135
06/05/2022 08:19,10261,41734,3,36,28,109,-4,120.9530201
06/05/2022 08:34,10261,44411,3,92,40,109,13,120.7682119
06/05/2022 08:41,10261,44414,3,68,19,109,12,120.9473684
06/05/2022 08:48,10261,44410,3,61,17,109,44,121.1111111
06/05/2022 08:54,10261,44415,3,33,10,109,8,121.0324675
06/05/2022 09:02,10261,41727,3,46,17,109,19,121.0516129
06/05/2022 09:12,10261,45536,3,115,64,109,56,121.73
06/05/2022 09:21,10261,44413,3,72,12,109,55,121.5544554
06/05/2022 09:29,10261,41728,3,37,9,109,41,121.4803922
06/05/2022 09:39,10261,45545,3,101,0,109,57,121.2330097
06/05/2022 09:47,10261,41724,3,49,0,109,-6,121.5384615
